Time,DataSnapId,DataSnapName,SensorId,Sensor Name,Reading1,Reading2,Reading3,Reading4,Reading5
07/02/2024 14:40:07,800473,WL,8501643,Acclima TDR315 8501643,32,14.8,18.1,745,4226
07/02/2024 16:30:07,800473,WL,8501643,Acclima TDR315 8501643,32,15.6,18,749,4280
07/02/2024 16:50:02,800473,WL,8501643,Acclima TDR315 8501643,31.9,15.7,18,759,4337
07/02/2024 17:00:02,800473,WL,8501643,Acclima TDR315 8501643,31.9,15.8,17.9,754,4339
07/02/2024 17:10:02,800473,WL,8501643,Acclima TDR315 8501643,32,15.8,18.1,756,4289
07/02/2024 16:20:07,800473,WL,8501653,Acclima TDR315 8501653,26,14.2,14,626,5008
07/02/2024 16:30:13,800473,WL,8501653,Acclima TDR315 8501653,26.2,14.3,14.1,614,4863
07/02/2024 16:40:08,800473,WL,8501653,Acclima TDR315 8501653,26.2,14.3,14.1,611,4839
07/02/2024 16:50:08,800473,WL,8501653,Acclima TDR315 8501653,26.3,14.3,14.2,616,4831
07/02/2024 17:00:08,800473,WL,8501653,Acclima TDR315 8501653,26.2,14.3,14.1,618,4895
07/02/2024 17:10:08,800473,WL,8501653,Acclima TDR315 8501653,26.2,14.3,14.1,618,4895
07/02/2024 16:30:15,800473,WL,8501679,Acclima TDR315 8501679,6.3,17.4,4.3,49,1187
07/02/2024 16:40:11,800473,WL,8501679,Acclima TDR315 8501679,6.3,17.4,4.3,48,1163
07/02/2024 16:50:10,800473,WL,8501679,Acclima TDR315 8501679,6.3,17.4,4.3,48,1163
07/02/2024 17:00:10,800473,WL,8501679,Acclima TDR315 8501679,6.3,17.4,4.3,49,1187
07/02/2024 17:10:10,800473,WL,8501679,Acclima TDR315 8501679,6.3,17.4,4.3,49,1187
07/02/2024 16:30:14,800473,WL,8501693,Acclima TDR315 8501693,27.1,14,14.7,513,3835
07/02/2024 16:40:09,800473,WL,8501693,Acclima TDR315 8501693,27,13.9,14.6,521,3932
07/02/2024 16:50:09,800473,WL,8501693,Acclima TDR315 8501693,27.1,14,14.7,526,3932
07/02/2024 17:00:09,800473,WL,8501693,Acclima TDR315 8501693,26.9,13.9,14.5,513,3908
07/02/2024 17:10:09,800473,WL,8501693,Acclima TDR315 8501693,27.2,13.9,14.7,513,3835
07/02/2024 16:20:05,800473,WL,8501718,Acclima TDR315 8501718,27.9,14.3,15.2,550,3928
07/02/2024 16:30:11,800473,WL,8501718,Acclima TDR315 8501718,27.9,14.3,15.2,560,4000
07/02/2024 16:40:07,800473,WL,8501718,Acclima TDR315 8501718,28,14.3,15.3,558,3950
07/02/2024 16:50:06,800473,WL,8501718,Acclima TDR315 8501718,28,14.3,15.2,554,3957
07/02/2024 17:00:06,800473,WL,8501718,Acclima TDR315 8501718,27.9,14.3,15.2,554,3957
07/02/2024 17:10:06,800473,WL,8501718,Acclima TDR315 8501718,28,14.3,15.2,544,3885
07/02/2024 16:20:04,800473,WL,8501741,Acclima TDR315 8501741,8,16.9,5,59,1573
07/02/2024 16:30:10,800473,WL,8501741,Acclima TDR315 8501741,8.1,17,5,58,1546
07/02/2024 16:40:05,800473,WL,8501741,Acclima TDR315 8501741,8.2,16.9,5.1,60,1548
07/02/2024 16:50:05,800473,WL,8501741,Acclima TDR315 8501741,8.2,17,5.1,58,1496
07/02/2024 17:00:05,800473,WL,8501741,Acclima TDR315 8501741,8.1,16.9,5,59,1573
07/02/2024 17:10:05,800473,WL,8501741,Acclima TDR315 8501741,8.2,16.9,5.1,59,1522
07/02/2024 16:20:03,800473,WL,8501767,Acclima TDR315 8501767,23.1,14.7,12.3,507,4886
07/02/2024 16:30:08,800473,WL,8501767,Acclima TDR315 8501767,23.2,14.8,12.3,511,4925
07/02/2024 16:40:04,800473,WL,8501767,Acclima TDR315 8501767,23.3,14.7,12.4,503,4790
07/02/2024 16:50:03,800473,WL,8501767,Acclima TDR315 8501767,23.3,14.7,12.4,509,4847
07/02/2024 17:00:03,800473,WL,8501767,Acclima TDR315 8501767,23.3,14.7,12.4,502,4780
07/02/2024 17:10:03,800473,WL,8501767,Acclima TDR315 8501767,23.3,14.7,12.4,505,4809
